,PC1,PC2,center 
3389,179673.0,379873.0,center4
3390,177138.0,375520.0,center4
3391,177488.0,378074.0,center4
3392,181705.0,377466.0,center4
3393,181650.0,380739.0,center4
3394,179015.0,379133.0,center4
3395,182612.0,383866.0,center4
3396,178893.0,380507.0,center4
3397,179635.0,376397.0,center4
3398,183905.0,381773.0,center4
3399,178293.0,376698.0,center4
3400,173540.0,380006.0,center4
3401,175924.0,387286.0,center4
3402,180920.0,378715.0,center4
3403,179318.0,380566.0,center4
3404,188701.0,384475.0,center4
3405,175525.0,376359.0,center4
3406,179229.0,383870.0,center4
3407,180127.0,378752.0,center4
3408,175656.0,382186.0,center4
3409,183413.0,378662.0,center4
3410,182353.0,385681.0,center4
3411,184879.0,384242.0,center4
3412,182174.0,378059.0,center4
3413,168773.0,384633.0,center4
3414,176942.0,378815.0,center4
3415,180986.0,382637.0,center4
3416,177423.0,380302.0,center4
3417,180896.0,380074.0,center4
3418,179791.0,386369.0,center4
3419,178269.0,374986.0,center4
3420,180215.0,375247.0,center4
3421,181622.0,382717.0,center4
3422,183615.0,373554.0,center4
3423,177173.0,382303.0,center4
3424,178192.0,383932.0,center4
3425,177721.0,375095.0,center4
3426,182681.0,380166.0,center4
3427,184973.0,378613.0,center4
3428,183338.0,383268.0,center4
3429,184241.0,378432.0,center4
3430,180788.0,382608.0,center4
3431,177465.0,377342.0,center4
3432,182150.0,383605.0,center4
3433,185459.0,381719.0,center4
3434,181600.0,376429.0,center4
3435,182938.0,376672.0,center4
3436,175119.0,379690.0,center4
3437,181806.0,373957.0,center4
3438,179513.0,382833.0,center4
3439,181750.0,384821.0,center4
3440,184038.0,382485.0,center4
3441,177978.0,376187.0,center4
3442,184762.0,381233.0,center4
3443,177017.0,386742.0,center4
3444,180129.0,383970.0,center4
3445,180971.0,381814.0,center4
3446,183374.0,383088.0,center4
3447,178978.0,384125.0,center4
3448,177041.0,380308.0,center4
3449,184480.0,380113.0,center4
3450,181147.0,379266.0,center4
3451,173948.0,379903.0,center4
3452,181012.0,379370.0,center4
3453,174622.0,377058.0,center4
3454,182501.0,377325.0,center4
3455,184387.0,382351.0,center4
3456,179422.0,378164.0,center4
3457,177127.0,376751.0,center4
3458,183880.0,376073.0,center4
3459,178385.0,375517.0,center4
3460,177412.0,381902.0,center4
3461,176010.0,378456.0,center4
3462,175359.0,381484.0,center4
3463,180872.0,383911.0,center4
3464,178951.0,379056.0,center4
3465,182493.0,382532.0,center4
3466,179821.0,389094.0,center4
3467,179337.0,378878.0,center4
3468,174556.0,380864.0,center4
3469,177548.0,378794.0,center4
3470,180330.0,383547.0,center4
3471,178646.0,378605.0,center4
3472,184032.0,379091.0,center4
3473,174209.0,381507.0,center4
3474,179427.0,379874.0,center4
3475,180362.0,377882.0,center4
3476,177716.0,372954.0,center4
3477,180354.0,375606.0,center4
3478,185253.0,378824.0,center4
3479,176678.0,382148.0,center4
3480,178890.0,382088.0,center4
3481,175512.0,381270.0,center4
3482,182302.0,383464.0,center4
3483,176186.0,378991.0,center4
3484,177286.0,380929.0,center4
3485,184500.0,380255.0,center4
3486,182604.0,381674.0,center4
3487,177609.0,379177.0,center4
3488,183215.0,383571.0,center4
3489,177916.0,374878.0,center4
3490,180335.0,387465.0,center4
3491,185801.0,379730.0,center4
3492,187138.0,376837.0,center4
3493,178599.0,376257.0,center4
3494,179905.0,379861.0,center4
3495,183286.0,384425.0,center4
3496,181921.0,377224.0,center4
3497,179263.0,381245.0,center4
3498,179338.0,377336.0,center4
3499,177521.0,382756.0,center4
3500,172815.0,377546.0,center4
3501,179505.0,377441.0,center4
3502,176212.0,386469.0,center4
3503,179279.0,380807.0,center4
3504,187805.0,384897.0,center4
3505,180107.0,383023.0,center4
3506,184774.0,381139.0,center4
3507,176488.0,383907.0,center4
3508,184034.0,380044.0,center4
3509,174708.0,381189.0,center4
3510,179115.0,375023.0,center4
3511,180919.0,376247.0,center4
3512,181961.0,382604.0,center4
3513,179607.0,378847.0,center4
3514,176578.0,378367.0,center4
3515,176149.0,380824.0,center4
3516,177716.0,371500.0,center4
3517,176777.0,378544.0,center4
3518,178169.0,376419.0,center4
3519,176994.0,381186.0,center4
3520,183928.0,380489.0,center4
3521,180854.0,375265.0,center4
3522,180896.0,379777.0,center4
3523,177347.0,379024.0,center4
3524,180875.0,381737.0,center4
3525,181021.0,378133.0,center4
3526,177040.0,375458.0,center4
3527,176240.0,379386.0,center4
3528,173881.0,380965.0,center4
3529,182760.0,381412.0,center4
3530,176799.0,381758.0,center4
3531,180148.0,377067.0,center4
3532,180263.0,377346.0,center4
3533,180288.0,377923.0,center4
3534,177982.0,381740.0,center4
3535,179284.0,380821.0,center4
3536,179029.0,381007.0,center4
3537,184268.0,383628.0,center4
3538,176344.0,381767.0,center4
3539,179349.0,379387.0,center4
3540,183372.0,380846.0,center4
3541,181332.0,387144.0,center4
3542,176559.0,384192.0,center4
3543,182508.0,378840.0,center4
3544,171456.0,373279.0,center4
3545,178442.0,378610.0,center4
3546,184958.0,380918.0,center4
3547,181576.0,373872.0,center4
3548,182503.0,384350.0,center4
3549,179706.0,384436.0,center4
3550,178798.0,379843.0,center4
3551,182201.0,378986.0,center4
3552,187327.0,383097.0,center4
3553,179151.0,382215.0,center4
3554,184544.0,380051.0,center4
3555,178295.0,378079.0,center4
3556,178640.0,380674.0,center4
3557,182058.0,386063.0,center4
3558,177147.0,375137.0,center4
3559,182980.0,385704.0,center4
3560,174677.0,373690.0,center4
3561,172345.0,376601.0,center4
3562,179497.0,381757.0,center4
3563,181040.0,383595.0,center4
3564,184033.0,377686.0,center4
3565,180378.0,379460.0,center4
3566,183018.0,377734.0,center4
3567,180761.0,375227.0,center4
3568,182149.0,383805.0,center4
3569,176936.0,378179.0,center4
3570,179758.0,380072.0,center4
3571,178110.0,386459.0,center4
3572,179251.0,381000.0,center4
3573,187263.0,380644.0,center4
3574,175560.0,381822.0,center4
3575,180108.0,380767.0,center4
3576,178985.0,376103.0,center4
3577,181200.0,382430.0,center4
3578,185669.0,380593.0,center4
3579,182885.0,380008.0,center4
3580,177923.0,382190.0,center4
3581,175466.0,380162.0,center4
3582,182682.0,378544.0,center4
3583,176863.0,375887.0,center4
3584,177738.0,381823.0,center4
3585,181472.0,382625.0,center4
3586,175186.0,380158.0,center4
3587,184921.0,380781.0,center4
3588,180325.0,379750.0,center4
3589,179260.0,379554.0,center4
3590,182555.0,379595.0,center4
3591,182549.0,384766.0,center4
3592,179212.0,383573.0,center4
3593,183486.0,379175.0,center4
3594,181162.0,382444.0,center4
3595,183479.0,378524.0,center4
3596,180833.0,377828.0,center4
3597,179396.0,379555.0,center4
3598,185530.0,381205.0,center4
3599,177523.0,377973.0,center4
3600,182002.0,375672.0,center4
3601,186395.0,383158.0,center4
3602,178693.0,378466.0,center4
3603,182007.0,380273.0,center4
3604,181011.0,381941.0,center4
3605,178899.0,380152.0,center4
3606,179989.0,380070.0,center4
3607,181954.0,381320.0,center4
3608,187363.0,382463.0,center4
3609,182803.0,378466.0,center4
3610,179228.0,381030.0,center4
3611,173760.0,381285.0,center4
3612,180788.0,381189.0,center4
3613,180825.0,375291.0,center4
3614,177497.0,383360.0,center4
3615,183192.0,377046.0,center4
3616,181236.0,386244.0,center4
3617,181856.0,378104.0,center4
3618,178463.0,379155.0,center4
3619,177837.0,383211.0,center4
3620,178522.0,375579.0,center4
3621,176488.0,381108.0,center4
3622,178348.0,382150.0,center4
3623,182298.0,381922.0,center4
3624,172868.0,376999.0,center4
3625,174397.0,380872.0,center4
3626,180084.0,376926.0,center4
3627,181039.0,381044.0,center4
3628,177000.0,377964.0,center4
3629,181696.0,380765.0,center4
3630,183981.0,377831.0,center4
3631,182162.0,381516.0,center4
3632,175056.0,377958.0,center4
3633,177690.0,377089.0,center4
3634,177300.0,372787.0,center4
3635,178929.0,381373.0,center4
3636,177877.0,385258.0,center4
3637,177339.0,377986.0,center4
3638,186040.0,385131.0,center4
3639,178947.0,379314.0,center4
3640,179518.0,377396.0,center4
3641,180906.0,380351.0,center4
3642,174522.0,378168.0,center4
3643,176390.0,381824.0,center4
3644,181486.0,377445.0,center4
3645,181111.0,380518.0,center4
3646,176329.0,380538.0,center4
3647,183560.0,380756.0,center4
3648,179789.0,380880.0,center4
3649,180448.0,378712.0,center4
3650,180346.0,375381.0,center4
3651,178261.0,380890.0,center4
3652,174209.0,376446.0,center4
3653,179586.0,383463.0,center4
3654,175051.0,378536.0,center4
3655,179479.0,382662.0,center4
3656,180656.0,385491.0,center4
3657,180626.0,378995.0,center4
3658,175616.0,377668.0,center4
3659,181159.0,383614.0,center4
3660,176172.0,380614.0,center4
3661,180796.0,380197.0,center4
3662,181907.0,380638.0,center4
3663,185055.0,378180.0,center4
3664,173515.0,382655.0,center4
3665,182622.0,378815.0,center4
3666,179487.0,383442.0,center4
3667,179762.0,378447.0,center4
3668,178222.0,384403.0,center4
3669,180740.0,381009.0,center4
3670,179182.0,370156.0,center4
3671,178043.0,379230.0,center4
3672,178297.0,383794.0,center4
3673,181949.0,379192.0,center4
3674,181555.0,378108.0,center4
3675,183480.0,381760.0,center4
3676,181148.0,384721.0,center4
3677,179539.0,382288.0,center4
3678,176400.0,379996.0,center4
3679,180995.0,381721.0,center4
3680,179030.0,381534.0,center4
3681,180700.0,379503.0,center4
3682,182766.0,381528.0,center4
3683,178441.0,379803.0,center4
3684,178475.0,382055.0,center4
3685,179180.0,381872.0,center4
3686,180672.0,375576.0,center4
3687,186441.0,378923.0,center4
3688,177240.0,375852.0,center4
3689,184237.0,380726.0,center4
3690,179319.0,372765.0,center4
3691,182839.0,379913.0,center4
3692,180189.0,383348.0,center4
3693,178311.0,381204.0,center4
3694,179180.0,384359.0,center4
3695,183032.0,380257.0,center4
3696,184006.0,378708.0,center4
3697,183039.0,374531.0,center4
3698,178217.0,388114.0,center4
3699,175924.0,380507.0,center4
3700,181268.0,383480.0,center4
3701,181670.0,381851.0,center4
3702,172055.0,377987.0,center4
3703,180077.0,379002.0,center4
3704,186627.0,372719.0,center4
3705,179404.0,376774.0,center4
3706,177963.0,378462.0,center4
3707,176813.0,377601.0,center4
3708,174273.0,381717.0,center4
3709,178452.0,381282.0,center4
3710,180953.0,378503.0,center4
3711,176889.0,375961.0,center4
3712,180802.0,382540.0,center4
3713,182492.0,379996.0,center4
3714,178124.0,380864.0,center4
3715,181556.0,381244.0,center4
3716,181788.0,379803.0,center4
3717,179865.0,382240.0,center4
3718,186187.0,381336.0,center4
3719,175977.0,379744.0,center4
3720,180870.0,376737.0,center4
3721,177069.0,379832.0,center4
3722,177718.0,382657.0,center4
3723,181394.0,378853.0,center4
3724,183456.0,381608.0,center4
3725,180538.0,382052.0,center4
3726,184126.0,390892.0,center4
3727,177059.0,377445.0,center4
3728,181069.0,379465.0,center4
3729,178321.0,378479.0,center4
3730,177605.0,374937.0,center4
3731,171678.0,379746.0,center4
3732,182404.0,381264.0,center4
3733,185929.0,379452.0,center4
3734,181580.0,380017.0,center4
3735,184352.0,380113.0,center4
3736,180187.0,379068.0,center4
3737,176109.0,376925.0,center4
3738,177241.0,377461.0,center4
3739,177462.0,376861.0,center4
3740,183486.0,382548.0,center4
3741,178481.0,379767.0,center4
3742,180289.0,381061.0,center4
3743,175784.0,377373.0,center4
3744,179421.0,373126.0,center4
3745,174859.0,379642.0,center4
3746,177779.0,381748.0,center4
3747,182402.0,383838.0,center4
3748,185406.0,374809.0,center4
3749,181535.0,381088.0,center4
3750,180307.0,380530.0,center4
3751,183394.0,380485.0,center4
3752,182302.0,379882.0,center4
3753,172256.0,385344.0,center4
3754,174335.0,375790.0,center4
3755,177365.0,380370.0,center4
3756,177237.0,381114.0,center4
3757,174940.0,373274.0,center4
3758,177855.0,381166.0,center4
3759,177055.0,384293.0,center4
3760,183479.0,379445.0,center4
3761,178071.0,378891.0,center4
3762,175965.0,375015.0,center4
3763,178684.0,380822.0,center4
3764,177834.0,383045.0,center4
3765,180829.0,376127.0,center4
3766,179269.0,375675.0,center4
3767,175302.0,377641.0,center4
3768,181835.0,380486.0,center4
3769,178849.0,383411.0,center4
3770,178103.0,381579.0,center4
3771,177306.0,379472.0,center4
3772,182510.0,377597.0,center4
3773,179656.0,380157.0,center4
3774,175090.0,381204.0,center4
3775,186865.0,378415.0,center4
3776,178919.0,380616.0,center4
3777,180857.0,380936.0,center4
3778,181122.0,384286.0,center4
3779,175868.0,384483.0,center4
3780,183862.0,374524.0,center4
3781,180794.0,383523.0,center4
3782,180454.0,378002.0,center4
3783,184271.0,376298.0,center4
3784,180503.0,378142.0,center4
3785,174554.0,377953.0,center4
3786,179949.0,380978.0,center4
3787,183690.0,379690.0,center4
3788,183835.0,376129.0,center4
3789,180837.0,378988.0,center4
3790,174645.0,373463.0,center4
3791,183467.0,385325.0,center4
3792,179819.0,377957.0,center4
3793,180607.0,382249.0,center4
3794,184052.0,382505.0,center4
3795,181274.0,378068.0,center4
3796,168229.0,374018.0,center4
3797,174739.0,374655.0,center4
3798,177382.0,382277.0,center4
3799,175917.0,379215.0,center4
3800,180485.0,383393.0,center4
3801,180481.0,378576.0,center4
3802,177808.0,370570.0,center4
3803,183698.0,376956.0,center4
3804,177508.0,382254.0,center4
3805,178907.0,380545.0,center4
3806,177890.0,385675.0,center4
3807,177165.0,380807.0,center4
3808,180173.0,374375.0,center4
3809,175591.0,387371.0,center4
3810,179013.0,383277.0,center4
3811,182626.0,375669.0,center4
3812,182573.0,380953.0,center4
3813,173846.0,379245.0,center4
3814,181286.0,377744.0,center4
3815,178552.0,374149.0,center4
3816,181425.0,377163.0,center4
3817,180544.0,380918.0,center4
3818,179000.0,378151.0,center4
3819,179958.0,377299.0,center4
3820,181922.0,380347.0,center4
3821,182296.0,388428.0,center4
3822,177629.0,380536.0,center4
3823,175803.0,382001.0,center4
3824,178675.0,378164.0,center4
3825,183226.0,375422.0,center4
3826,181084.0,376562.0,center4
3827,181246.0,381831.0,center4
3828,178601.0,380012.0,center4
3829,177579.0,379610.0,center4
3830,186568.0,383366.0,center4
3831,179667.0,386515.0,center4
3832,179895.0,383019.0,center4
3833,179134.0,378860.0,center4
3834,180220.0,380970.0,center4
3835,178990.0,382860.0,center4
3836,176698.0,379891.0,center4
3837,181559.0,384792.0,center4
3838,184553.0,384344.0,center4
3839,180585.0,381944.0,center4
3840,177647.0,374868.0,center4
3841,180178.0,376254.0,center4
3842,183226.0,377148.0,center4
3843,185639.0,383860.0,center4
3844,175556.0,379474.0,center4
3845,180361.0,386018.0,center4
3846,178630.0,379484.0,center4
3847,181722.0,380139.0,center4
3848,180534.0,379348.0,center4
3849,178139.0,383854.0,center4
3850,174285.0,382744.0,center4
3851,176160.0,380203.0,center4
3852,178082.0,378234.0,center4
3853,179134.0,378732.0,center4
3854,183718.0,379230.0,center4
3855,178120.0,381955.0,center4
3856,181176.0,383308.0,center4
3857,182864.0,385462.0,center4
3858,180733.0,383340.0,center4
3859,180268.0,376635.0,center4
3860,178069.0,382972.0,center4
3861,182660.0,380664.0,center4
3862,185150.0,378284.0,center4
3863,181504.0,379518.0,center4
3864,180972.0,379643.0,center4
3865,180744.0,380081.0,center4
3866,183270.0,380773.0,center4
3867,178954.0,379469.0,center4
3868,178380.0,378439.0,center4
3869,181682.0,384046.0,center4
3870,179031.0,384456.0,center4
3871,182820.0,381997.0,center4
3872,175371.0,379757.0,center4
3873,184194.0,384894.0,center4
3874,177690.0,378609.0,center4
3875,180754.0,379127.0,center4
3876,178520.0,380031.0,center4
3877,182257.0,383360.0,center4
3878,175517.0,379231.0,center4
3879,176625.0,381391.0,center4
3880,185162.0,380201.0,center4
3881,176916.0,380393.0,center4
3882,177792.0,373555.0,center4
3883,180197.0,384414.0,center4
3884,177474.0,382914.0,center4
3885,180464.0,376711.0,center4
3886,183719.0,372585.0,center4
3887,180217.0,385235.0,center4
3888,185459.0,380732.0,center4
3889,175416.0,382480.0,center4
3890,179100.0,381776.0,center4
3891,177236.0,381025.0,center4
3892,181165.0,383809.0,center4
3893,176010.0,381099.0,center4
3894,174436.0,374079.0,center4
3895,178756.0,382014.0,center4
3896,174260.0,378355.0,center4
3897,177160.0,380326.0,center4
3898,178269.0,380518.0,center4
3899,174718.0,380552.0,center4
3900,181783.0,378424.0,center4
3901,180966.0,378299.0,center4
3902,178017.0,376422.0,center4
3903,175597.0,383011.0,center4
3904,179129.0,380208.0,center4
3905,179469.0,381373.0,center4
3906,173129.0,382569.0,center4
3907,184134.0,376776.0,center4
3908,181377.0,376567.0,center4
3909,174455.0,378891.0,center4
3910,186255.0,382799.0,center4
3911,179514.0,377217.0,center4
3912,175341.0,377169.0,center4
3913,177072.0,381388.0,center4
3914,180831.0,381072.0,center4
3915,175447.0,381298.0,center4
3916,178503.0,382029.0,center4
3917,179679.0,383254.0,center4
3918,178656.0,374401.0,center4
3919,180644.0,380520.0,center4
3920,177748.0,380934.0,center4
3921,179208.0,374567.0,center4
3922,180603.0,380354.0,center4
3923,172979.0,382657.0,center4
3924,173934.0,374608.0,center4
3925,176626.0,379796.0,center4
3926,180253.0,378213.0,center4
3927,180641.0,382289.0,center4
3928,177688.0,376238.0,center4
3929,184150.0,376858.0,center4
3930,183583.0,384432.0,center4
3931,179440.0,381461.0,center4
3932,190516.0,385362.0,center4
3933,178845.0,382613.0,center4
3934,183110.0,382247.0,center4
3935,179801.0,380358.0,center4
3936,174546.0,375296.0,center4
3937,185945.0,380573.0,center4
3938,176637.0,380313.0,center4
3939,180233.0,381617.0,center4
3940,186074.0,377737.0,center4
3941,182032.0,380491.0,center4
3942,181173.0,385523.0,center4
3943,179540.0,378219.0,center4
3944,180775.0,380411.0,center4
3945,185977.0,381157.0,center4
3946,178542.0,376967.0,center4
3947,179299.0,381069.0,center4
3948,178559.0,380522.0,center4
3949,178697.0,372390.0,center4
3950,179455.0,386917.0,center4
3951,181957.0,384523.0,center4
3952,180279.0,383838.0,center4
3953,177594.0,382458.0,center4
3954,185224.0,379445.0,center4
3955,177250.0,375952.0,center4
3956,178955.0,378417.0,center4
3957,180253.0,381607.0,center4
3958,174680.0,385480.0,center4
3959,176809.0,376528.0,center4
3960,175909.0,385467.0,center4
3961,171575.0,375846.0,center4
3962,186745.0,383203.0,center4
3963,177690.0,379540.0,center4
3964,182657.0,374124.0,center4
3965,180054.0,387870.0,center4
3966,176856.0,375889.0,center4
3967,179872.0,377761.0,center4
3968,181280.0,378709.0,center4
3969,176386.0,378457.0,center4
3970,183789.0,381049.0,center4
3971,183785.0,381415.0,center4
3972,179692.0,386552.0,center4
3973,181943.0,384668.0,center4
3974,176146.0,382645.0,center4
3975,181808.0,378112.0,center4
3976,179594.0,383340.0,center4
3977,185087.0,379883.0,center4
3978,176973.0,378789.0,center4
3979,186361.0,382354.0,center4
3980,180064.0,376245.0,center4
3981,181409.0,372573.0,center4
3982,184584.0,379157.0,center4
3983,183488.0,377695.0,center4
3984,177230.0,382408.0,center4
3985,177106.0,378884.0,center4
3986,177107.0,384240.0,center4
3987,183399.0,378689.0,center4
3988,179571.0,381928.0,center4
3989,178594.0,381402.0,center4
3990,180261.0,381260.0,center4
3991,183275.0,377278.0,center4
3992,179498.0,380139.0,center4
3993,180978.0,379700.0,center4
3994,172678.0,377452.0,center4
3995,177889.0,378829.0,center4
3996,176627.0,378142.0,center4
3997,177979.0,378822.0,center4
3998,177590.0,377048.0,center4
3999,178665.0,376028.0,center4
4000,207959.0,343760.0,center0
4001,209086.0,349496.0,center0
4002,213164.0,347898.0,center0
4003,208140.0,357334.0,center0
4004,214925.0,350736.0,center0
4005,205695.0,350751.0,center0
4006,216009.0,351845.0,center0
4007,210562.0,349702.0,center0
4008,203149.0,343560.0,center0
4009,212235.0,356804.0,center0
4010,202963.0,350426.0,center0
4011,211079.0,347609.0,center0
4012,217119.0,349997.0,center0
4013,209475.0,354962.0,center0
4014,211540.0,350642.0,center0
4015,212128.0,350775.0,center0
4016,208814.0,348819.0,center0
4017,212595.0,345461.0,center0
4018,208815.0,347649.0,center0
4019,212778.0,347551.0,center0
4020,206844.0,349909.0,center0
4021,210223.0,350512.0,center0
4022,209081.0,349335.0,center0
4023,207539.0,352054.0,center0
4024,210280.0,348934.0,center0
4025,205340.0,350272.0,center0
4026,204815.0,346751.0,center0
4027,205404.0,346449.0,center0
4028,207460.0,348822.0,center0
4029,212664.0,352861.0,center0
4030,210158.0,350627.0,center0
4031,213946.0,351331.0,center0
4032,213121.0,348078.0,center0
4033,208479.0,347684.0,center0
4034,205697.0,351372.0,center0
4035,210088.0,351410.0,center0
4036,208900.0,345718.0,center0
4037,213871.0,345668.0,center0
4038,207680.0,352965.0,center0
4039,214995.0,350413.0,center0
4040,210804.0,349576.0,center0
4041,211469.0,351339.0,center0
4042,207739.0,349437.0,center0
4043,206788.0,350348.0,center0
4044,209443.0,351417.0,center0
4045,210067.0,344922.0,center0
4046,205380.0,349584.0,center0
4047,210349.0,349916.0,center0
4048,207569.0,351027.0,center0
4049,211332.0,351094.0,center0
4050,213087.0,346397.0,center0
4051,204020.0,349817.0,center0
4052,207705.0,346626.0,center0
4053,209143.0,348800.0,center0
4054,202880.0,349620.0,center0
4055,201797.0,352186.0,center0
4056,204645.0,350927.0,center0
4057,212832.0,351122.0,center0
4058,215118.0,346034.0,center0
4059,207983.0,350148.0,center0
4060,208572.0,353548.0,center0
4061,210562.0,343400.0,center0
4062,212576.0,351712.0,center0
4063,212782.0,342538.0,center0
4064,217925.0,349833.0,center0
4065,211495.0,351403.0,center0
4066,206307.0,344264.0,center0
4067,217332.0,353123.0,center0
4068,206844.0,350324.0,center0
4069,207771.0,352793.0,center0
4070,212869.0,351819.0,center0
4071,210555.0,348653.0,center0
4072,210216.0,351046.0,center0
4073,210019.0,349939.0,center0
4074,205764.0,343634.0,center0
4075,205935.0,350658.0,center0
4076,204698.0,350533.0,center0
4077,212390.0,351574.0,center0
4078,207167.0,350072.0,center0
4079,204515.0,349079.0,center0
4080,211507.0,341698.0,center0
4081,209197.0,354791.0,center0
4082,205879.0,346679.0,center0
4083,210918.0,347825.0,center0
4084,211390.0,352762.0,center0
4085,211592.0,348377.0,center0
4086,208071.0,346663.0,center0
4087,208881.0,351906.0,center0
4088,208634.0,349064.0,center0
4089,210520.0,346523.0,center0
4090,211614.0,355347.0,center0
4091,215195.0,349555.0,center0
4092,208055.0,347370.0,center0
4093,208012.0,345540.0,center0
4094,209442.0,348919.0,center0
4095,213672.0,355254.0,center0
4096,208740.0,351850.0,center0
4097,212936.0,347060.0,center0
4098,207674.0,349132.0,center0
4099,207293.0,352439.0,center0
4100,215734.0,355476.0,center0
4101,212721.0,349864.0,center0
4102,211796.0,347607.0,center0
4103,210021.0,350910.0,center0
4104,208103.0,346251.0,center0
4105,213716.0,353145.0,center0
4106,213577.0,347387.0,center0
4107,204428.0,347487.0,center0
4108,206358.0,343371.0,center0
4109,208835.0,346888.0,center0
4110,214693.0,351281.0,center0
4111,211237.0,353894.0,center0
4112,214135.0,353903.0,center0
4113,208175.0,344743.0,center0
4114,211509.0,349029.0,center0
4115,208035.0,349776.0,center0
4116,204070.0,349361.0,center0
4117,210973.0,350780.0,center0
4118,210123.0,350579.0,center0
4119,207591.0,348121.0,center0
4120,208261.0,349072.0,center0
4121,207535.0,347573.0,center0
4122,211646.0,348010.0,center0
4123,206709.0,352605.0,center0
4124,211872.0,346385.0,center0
4125,209078.0,348773.0,center0
4126,209253.0,346205.0,center0
4127,207227.0,351751.0,center0
4128,207354.0,346309.0,center0
4129,207872.0,344443.0,center0
4130,207092.0,345649.0,center0
4131,207766.0,351493.0,center0
4132,207970.0,356516.0,center0
4133,205194.0,347704.0,center0
4134,204481.0,352044.0,center0
4135,200106.0,354086.0,center0
4136,211726.0,353998.0,center0
4137,206918.0,354770.0,center0
4138,210699.0,348182.0,center0
4139,208753.0,353148.0,center0
4140,212649.0,349496.0,center0
4141,211200.0,345447.0,center0
4142,214679.0,349347.0,center0
4143,210753.0,351191.0,center0
4144,211704.0,355944.0,center0
4145,208802.0,352705.0,center0
4146,207108.0,350505.0,center0
4147,204548.0,352551.0,center0
4148,205664.0,347947.0,center0
4149,215568.0,346433.0,center0
4150,205895.0,347427.0,center0
4151,211619.0,346432.0,center0
4152,210216.0,353113.0,center0
4153,212180.0,349792.0,center0
4154,209292.0,346185.0,center0
4155,209134.0,349261.0,center0
4156,211992.0,347539.0,center0
4157,208998.0,348911.0,center0
4158,210764.0,354558.0,center0
4159,214481.0,355141.0,center0
4160,211958.0,347855.0,center0
4161,208119.0,348634.0,center0
4162,209127.0,351247.0,center0
4163,214480.0,350807.0,center0
4164,204357.0,347828.0,center0
4165,211006.0,353317.0,center0
4166,214891.0,346024.0,center0
4167,210036.0,358017.0,center0
4168,210629.0,348937.0,center0
4169,213055.0,351568.0,center0
4170,217298.0,348508.0,center0
4171,213021.0,347091.0,center0
4172,208211.0,353389.0,center0
4173,210018.0,350123.0,center0
4174,207831.0,350510.0,center0
4175,210034.0,350399.0,center0
4176,202287.0,351420.0,center0
4177,206818.0,355155.0,center0
4178,211770.0,352271.0,center0
4179,211512.0,352314.0,center0
4180,205791.0,353477.0,center0
4181,211619.0,352990.0,center0
4182,210635.0,346445.0,center0
4183,213304.0,349499.0,center0
4184,210632.0,344950.0,center0
4185,207019.0,351532.0,center0
4186,207164.0,355702.0,center0
4187,206087.0,354580.0,center0
4188,210754.0,352973.0,center0
4189,212674.0,347316.0,center0
4190,208655.0,347546.0,center0
4191,208977.0,350463.0,center0
4192,208265.0,349412.0,center0
4193,203042.0,352035.0,center0
4194,206006.0,353736.0,center0
4195,208683.0,349078.0,center0
4196,211034.0,349878.0,center0
4197,207331.0,353179.0,center0
4198,206160.0,351156.0,center0
4199,206502.0,344364.0,center0
4200,212519.0,347699.0,center0
4201,210877.0,347721.0,center0
4202,210454.0,345873.0,center0
4203,212468.0,349676.0,center0
4204,212711.0,350685.0,center0
4205,208022.0,354188.0,center0
4206,204552.0,351677.0,center0
4207,205390.0,353198.0,center0
4208,212849.0,347913.0,center0
4209,211489.0,351162.0,center0
4210,205593.0,354706.0,center0
4211,208689.0,347831.0,center0
4212,209797.0,352098.0,center0
4213,210373.0,354044.0,center0
4214,209807.0,346709.0,center0
4215,207372.0,351273.0,center0
4216,213490.0,347496.0,center0
4217,208419.0,348348.0,center0
4218,206998.0,347604.0,center0
4219,203798.0,347800.0,center0
4220,205966.0,348625.0,center0
4221,218717.0,348238.0,center0
4222,208111.0,347834.0,center0
4223,214691.0,352045.0,center0
4224,208353.0,355091.0,center0
4225,213232.0,345472.0,center0
4226,208121.0,348956.0,center0
4227,207752.0,350850.0,center0
4228,211121.0,351636.0,center0
4229,210505.0,353048.0,center0
4230,212196.0,350633.0,center0
4231,208404.0,344360.0,center0
4232,211766.0,352278.0,center0
4233,207787.0,352605.0,center0
4234,212608.0,348532.0,center0
4235,212098.0,349211.0,center0
4236,210939.0,348260.0,center0
4237,206657.0,349149.0,center0
4238,204782.0,346536.0,center0
4239,208102.0,353548.0,center0
4240,210393.0,346223.0,center0
4241,205140.0,348315.0,center0
4242,211623.0,354324.0,center0
4243,215099.0,351722.0,center0
4244,208513.0,348713.0,center0
4245,209541.0,348613.0,center0
4246,206746.0,350893.0,center0
4247,209815.0,352822.0,center0
4248,207211.0,351980.0,center0
4249,213269.0,355789.0,center0
4250,212435.0,347069.0,center0
4251,210737.0,349507.0,center0
4252,209108.0,343534.0,center0
4253,215156.0,351802.0,center0
4254,203176.0,351628.0,center0
4255,211114.0,350369.0,center0
4256,212124.0,344906.0,center0
4257,210144.0,343527.0,center0
4258,214182.0,356148.0,center0
4259,207524.0,345822.0,center0
4260,210192.0,352965.0,center0
4261,214316.0,349892.0,center0
4262,207168.0,349470.0,center0
